EC Number,Galaxy107-[Prokka on data 96_ tbl].txt,Galaxy108-[Prokka on data 97_ tbl].txt,Galaxy126-[Prokka on data 115_ tbl].txt,Galaxy131-[Prokka on data 120_ tbl].txt,Galaxy146-[Prokka on data 135_ tbl].txt,Galaxy157-[Prokka on data 146_ tbl].txt,Galaxy172-[Prokka on data 161_ tbl].txt,Galaxy177-[Prokka on data 166_ tbl].txt,Galaxy18-[Prokka on data 7_ tbl].txt,Galaxy197-[Prokka on data 186_ tbl].txt,Galaxy198-[Prokka on data 187_ tbl].txt,Galaxy201-[Prokka on data 190_ tbl].txt,Galaxy24-[Prokka on data 13_ tbl].txt,Galaxy241-[Prokka on data 230_ tbl].txt,Galaxy261-[Prokka on data 254_ tbl].txt,Galaxy28-[Prokka on data 17_ tbl].txt,Galaxy281-[Prokka on data 270_ tbl].txt,Galaxy289-[Prokka on data 278_ tbl].txt,Galaxy301-[Prokka on data 290_ tbl].txt,Galaxy309-[Prokka on data 298_ tbl].txt,Galaxy321-[Prokka on data 310_ tbl].txt,Galaxy345-[Prokka on data 334_ tbl].txt,Galaxy361-[Prokka on data 350_ tbl].txt,Galaxy393-[Prokka on data 382_ tbl].txt,Galaxy405-[Prokka on data 394_ tbl].txt,Galaxy417-[Prokka on data 406_ tbl].txt,Galaxy425-[Prokka on data 414_ tbl].txt,Galaxy44-[Prokka on data 33_ tbl].txt,Galaxy445-[Prokka on data 434_ tbl].txt,Galaxy465-[Prokka on data 454_ tbl].txt,Galaxy485-[Prokka on data 474_ tbl].txt,Galaxy505-[Prokka on data 494_ tbl].txt,Galaxy525-[Prokka on data 514_ tbl].txt,Galaxy53-[Prokka on data 42_ tbl].txt,Galaxy545-[Prokka on data 534_ tbl].txt,Galaxy565-[Prokka on data 554_ tbl].txt,Galaxy585-[Prokka on data 574_ tbl].txt,Galaxy605-[Prokka on data 594_ tbl].txt,Galaxy62-[Prokka on data 51_ tbl].txt,Galaxy645-[Prokka on data 634_ tbl].txt,Galaxy669-[Prokka on data 658_ tbl].txt,Galaxy73-[Prokka on data 62_ tbl].txt,Galaxy86-[Prokka on data 75_ tbl].txt,Galaxy87-[Prokka on data 76_ tbl].txt
2.7.11.1,11.725072,20.839239,5.175194,27.554278,18.024635,14.011836000000002,55.63800799999999,8.888622,11.574075,14.357809,14.256815999999999,27.00446,35.35363,5.138823,14.305708,32.29624,11.342536,19.678663999999998,14.951503999999998,24.904385999999995,12.825147999999997,31.07166000000001,10.280007,26.460358,24.276675,21.656858999999997,13.773902,12.109683,9.182737,29.882042000000002,11.221694,15.031222999999999,32.106722,16.356338,7.6629309999999995,7.3937360000000005,12.637683,5.952824,39.726065999999996,4.906911999999999,11.977839,37.428084000000005,5.503757,6.232695
3.4.-.-,4.673775,20.108407999999997,4.342571,5.405538,10.031851000000001,4.077121,14.976304,5.608684,6.217365,0.80826,3.363345,15.077107,14.672846,10.218374999999998,9.094251,16.989611,20.431803999999996,6.6715349999999995,7.034801999999999,25.54111,2.563717,10.781367000000001,4.195831999999999,17.746089,6.583684,4.437543,9.468021,12.194011999999997,8.017227000000002,10.720561,5.225777,3.096954,13.143356,5.078952,3.0723960000000003,3.85489,10.928516,6.283307000000001,17.298052000000002,3.82219,11.977429,22.242736000000004,7.118811,2.577187
5.4.99.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836676,0.874251,0.0,0.0,0.0,0.955128,0.0,0.0,1.18704,0.0,0.0,0.0,0.0,1.08462,0.841096,0.914179,0.919872,0.988636,0.0,1.13011,0.902552,0.821326,0.0,0.0,0.0,0.83815,0.0,1.15472,0.891931,0.0,3.70256,0.0,0.0
3.4.21.88,2.4622789999999997,4.765801,1.6443189999999999,5.4001079999999995,1.693495,4.579378,2.682651,1.744356,0.76259,0.847458,0.0,7.5944579999999995,4.317907,0.928571,3.2986050000000002,6.652856000000001,6.432665,8.796387000000001,3.4476340000000003,16.967351999999998,2.5483149999999997,4.062298,3.25361,7.226708,1.8246959999999999,2.9176260000000003,4.233943,5.7284939999999995,1.7142089999999999,3.3991880000000005,4.409868,0.0,2.97184,3.428514,1.9446189999999999,2.7479,5.414773,1.718289,4.809471,2.448828,3.7283109999999997,10.809569,4.6188649999999996,0.819572
3.5.1.-,7.372363,6.0882510000000005,4.355126,5.218295,5.908602,2.462612,9.359122000000001,0.92691,8.783348,0.0,7.479921,9.385143,6.5651269999999995,3.016099,2.562936,12.919607000000003,5.475628,11.718253,6.610689,19.960240999999996,4.1154,7.209724999999999,4.299213,12.742085,6.562559,1.904625,8.076426,8.384855,7.365391,8.869745000000002,3.62908,4.068393,11.841134,4.537366,1.935484,4.516727,4.083792,4.586471,19.950497,1.775177,8.992973000000001,17.150407,8.957925000000001,5.506159
6.2.1.3,5.616816999999999,8.423867,4.606352,5.45516,5.8584689999999995,6.743038000000001,15.173812999999999,1.467989,8.127669000000001,0.0,3.287192,7.370834,21.711585000000003,3.030069,12.872694000000001,10.847874000000001,15.345758000000002,7.5471770000000005,9.071860000000001,39.305456,5.385254000000001,10.073842999999998,9.427313,17.488506,7.668243,8.15765,13.205287000000002,15.713686,7.359681999999999,11.053151,3.838966,9.206706,7.620684,7.519958,5.265492,6.538851999999999,7.062558,2.781337,16.590325,1.6247340000000001,11.749841,36.78316799999999,5.828049,3.077515
2.1.1.207,0.0,0.0,0.0,0.0,0.0,0.0,1.03191,0.0,0.0,0.863501,1.03906,1.583773,3.770601,0.639381,1.489012,2.498061,1.916548,6.269373,0.0,3.1557570000000004,0.0,0.828283,1.8580360000000002,2.6925350000000003,1.774206,0.0,2.53037,2.0147820000000003,0.816547,2.625534,0.0,0.0,1.763317,0.0,1.10547,1.7517179999999999,1.09655,0.0,0.0,0.958075,2.827232,2.724896,0.0,1.705303
4.2.1.84,1.763571,2.483162,2.45879,0.86532,5.0435810000000005,0.931408,2.866995,0.824451,4.926644,0.851485,2.535969,1.279285,2.0639469999999998,0.885813,5.479832,5.730421,0.988327,3.300491,0.761194,11.419609000000001,1.79234,4.617177,1.627246,2.831683,3.3186000000000004,0.0,3.84201,2.049346,2.74108,2.545582,0.0,1.6456650000000002,6.69962,0.0,3.545738,4.471413,3.613423,1.17857,5.7914900000000005,3.576396,2.5053140000000003,1.844402,1.575587,1.03759
6.2.1.1,5.65106,11.716409,2.898873,4.186731,5.6552560000000005,5.994445000000001,11.26126,3.7288490000000003,8.104682,3.7298430000000002,2.567966,8.107807999999999,5.471059,5.023407,5.257917,4.201655,9.903282,7.471491,7.511698999999999,22.884912,3.849788,7.559908999999999,3.402821,5.7117569999999995,6.394875000000001,2.542759,4.908571,10.567634,1.875461,7.663447,4.604293999999999,3.36526,3.370487,3.151322,0.0,2.78956,7.732284999999999,2.448632,6.947104999999999,3.4481349999999997,5.81294,13.204432999999998,2.25152697,0.841962
2.6.1.85,0.0,1.34848,0.836735,0.0,0.848435,0.873563,1.0814,0.0,0.0,0.0,0.759582,1.780096,0.756627,1.0453109999999999,0.0,2.851874,1.481513,0.870423,2.37148,3.897816,2.5070930000000002,0.0,0.0,2.065644,0.0,0.981949,0.928328,4.1648000000000005,1.01434,3.614903,0.0,0.8,0.0,0.0,0.0,1.632536,0.0,0.797297,0.0,0.73906,4.416265999999999,3.804015,1.632288,0.0
2.7.1.33,2.543964,2.6954860000000003,1.14474,1.00725,2.81492,2.732496,0.972603,0.908397,2.540814,0.889231,0.8,5.197512,4.893438000000001,1.06178,4.3370180000000005,1.9645830000000002,2.458415,9.175571000000001,2.131457,7.170645,3.1680960000000002,2.575573,3.724615,6.314356999999999,5.242007,1.833188,1.930727,4.3831240000000005,1.5056479999999999,2.7947189999999997,1.02308,2.33002,1.653036,4.23693,0.778146,5.019848,4.304802,1.05839,7.393551,1.909558,5.696024,7.16508,0.0,0.0
1.1.1.100,13.119449999999999,20.263557,9.554213,12.825238,16.537011,13.751835999999999,19.067003,18.331858,16.663791,10.065964,16.325945,37.017717000000005,29.821356,5.495950000000001,24.218556000000003,26.006174,28.198618000000003,27.57014699999999,22.744153999999995,58.27551700000001,15.032867,22.246098999999997,18.516758,30.264758000000008,19.450655,11.177481,23.768421000000004,20.514098000000004,17.274472,19.420271999999997,18.147699999999997,11.862108000000001,15.779856,16.927327,11.112792,15.754112000000001,17.569521,7.382049,30.465734,5.0980799999999995,29.825629,75.88769800000003,16.423815,7.480567999999999
1.1.1.136,1.872213,0.0,0.0,0.894569,2.7566940000000004,0.898204,2.993525,1.00791,0.964856,1.308301,0.0,1.05674,2.752871,2.453577,0.948097,0.824468,1.8175370000000002,2.19549,2.979581,2.544576,0.804281,1.937902,0.0,0.0,1.989488,1.02198,0.799419,1.728158,0.0,4.562409,1.6078350000000001,0.0,2.764032,0.0,0.689956,2.0583,0.0,0.0,0.786885,1.80407,0.0,1.781671,1.618112,0.0
6.3.4.14,0.0,3.5364899999999997,0.829912,2.0966899999999997,0.784672,0.861199,3.423712,0.0,0.0,0.870036,2.8430619999999998,2.528708,2.21905,3.6088569999999995,2.426999,1.941601,4.0060009999999995,1.9403979999999998,2.8159409999999996,8.079581999999998,0.79351,4.8453420000000005,1.628109,0.79351,0.0,4.779941,4.21399,1.01736,1.909069,3.517836,5.353402,2.5956509999999997,1.08596,0.914676,0.0,1.7563499999999999,1.708058,0.848101,0.0,0.959292,5.44867,4.267907999999999,1.899881,0.0
2.1.1.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798561,0.0,0.0,0.0,0.0
2.3.1.29,0.848571,1.926706,0.786585,1.926191,0.736655,1.623491,3.555269,0.0,2.5792219999999997,1.5029970000000001,0.0,2.0485800000000003,0.0,1.02013,1.09728,3.423647,2.6817840000000004,5.8738150000000005,0.966887,1.570813,0.903226,0.855799,1.734849,0.916933,3.6586369999999997,2.724318,4.733847,2.252439,1.6883219999999999,2.816696,0.964401,2.5200839999999998,1.19014,1.706645,0.0,1.614905,2.595908,0.0,0.883853,0.766304,1.8887390000000002,3.7398240000000005,0.830619,0.0
3.4.13.-,0.0,0.0,0.0,0.87415,0.0,2.776165,1.740831,0.0,0.0,0.0,0.0,0.0,2.524386,0.0,0.0,0.801802,0.0,1.746043,0.0,6.2954490000000005,0.0,0.0,0.0,1.420184,1.11808,0.0,0.0,1.01487,0.790476,1.587402,1.684615,0.928302,4.474411,0.684091,0.0,0.0,0.797909,0.783019,0.850746,0.612022,0.0,2.34117,1.715232,0.0
2.7.13.3,38.320122999999995,64.170299,28.407719999999998,43.30295700000001,55.53243899999998,58.83456599999997,96.002196,40.15636399999998,68.045068,28.439510000000002,50.006872,75.87930599999997,71.92992699999998,39.589923,56.92652399999999,123.54966400000005,103.46298499999999,111.874765,48.904169999999986,179.19017599999998,53.327965,68.12923600000002,45.403306999999984,88.53584900000001,71.111859,53.95141000000001,72.39111199999998,88.20475000000002,31.239308999999995,94.88867200000004,60.27110600000001,42.711283000000016,71.010801,41.519353,34.85887100000001,46.37440499999999,57.73545199999999,22.108418999999998,109.99863200000004,16.392724,75.75608,106.96987600000008,50.40563500000002,28.918126000000004
2.6.1.11,1.9278039999999999,1.3908,0.0,0.0,3.4719929999999994,0.0,2.818033,0.844118,0.0,1.0033,0.863777,1.7138740000000001,0.0,0.0,0.0,2.29835,1.725814,0.0,0.875,4.152036,0.0,0.895062,0.853571,0.892744,1.881579,0.0,1.13684,0.930693,0.0,1.6326930000000002,0.0,0.78673,1.7269649999999999,1.05447,0.0,0.0,0.948276,0.0,7.68342,1.01282,1.653726,2.928336,1.983702,0.971061
5.3.1.13,1.8200880000000002,0.892256,0.912892,0.0,1.635054,1.02564,4.429233,0.786164,0.0,0.0,2.670105,1.7021709999999999,0.0,1.906863,0.878378,0.829114,2.7766200000000003,2.8535399999999997,1.426405,6.253416,0.0,2.834716,1.9287,5.328456,0.0,0.0,0.916968,1.4816259999999999,0.0,5.236324999999999,1.909634,1.645331,0.955782,1.717983,0.843931,1.290977,1.91462,1.7511320000000001,3.8904279999999996,0.930018,3.32662,5.350579,1.09859,0.0
1.1.1.-,10.794124,12.560443000000001,4.7336279999999995,12.423246,11.859966,13.443498,32.86429999999999,8.598526,20.070361999999996,8.656640999999999,18.902297,21.867173,36.17108199999999,17.22501,14.852174,43.204788,37.633717,28.673105000000003,19.650855,70.88559699999998,6.900671000000001,14.910948000000001,14.033580999999998,25.390772000000002,20.151958,10.069646999999998,17.576776000000002,21.598371,14.535884999999999,34.795799,15.092107,13.143546999999996,19.417275,9.012248999999999,6.130758,15.038356000000004,17.398586,7.708328000000001,24.837616999999995,5.082253,16.623808999999998,68.786643,13.544831,7.051563
3.4.21.92,6.225209,4.886667,1.912725,3.641084,4.839149000000001,0.853175,7.405926999999999,1.757325,5.620409,3.20774,1.776703,5.644368,7.8690500000000005,3.836723,4.9617759999999995,15.586049000000001,5.236810999999999,5.779274,5.280905000000001,13.485209,3.1705310000000004,8.556172,4.411562,4.294955,11.855333000000002,7.748500999999999,8.919903,4.443246,4.527024,3.855051,4.491916,0.504886,0.809211,3.622833,0.900312,2.2093309999999997,6.926383999999999,1.862919,5.5812100000000004,0.929368,3.7200100000000003,4.1802150000000005,3.39065,1.954015
5.4.2.2,0.0,4.737003,1.763554,2.98711,0.97561,0.0,7.541782,1.71306,1.9852940000000001,0.0,0.0,4.012761,0.892086,0.0,0.0,2.6634070000000003,3.366596,0.876923,0.855856,3.1759880000000003,1.7554470000000002,4.750686,1.838864,1.679562,0.0,0.801917,0.0,3.4028029999999996,1.9780730000000002,2.657293,3.708984,0.949555,0.0,0.847403,0.0,0.0,0.0,0.32948,4.446325,1.678599,0.0,3.2331440000000002,1.884471,0.0
1.3.8.13,2.944169,0.669856,1.9827249999999998,0.854167,0.0,0.0,5.763704000000001,1.863778,1.914825,0.902778,0.0,4.14594,6.928759,0.0,1.841843,0.0,5.176512,2.538625,2.725647,5.756257,0.0,1.471082,0.0,4.243355,3.9309450000000004,0.84985,4.970062,3.584923,2.5304510000000002,2.373778,0.920266,0.0,2.655419,0.0,0.913978,1.4413619999999998,2.4994870000000002,1.04247,3.069286,1.6648520000000002,2.6650989999999997,10.432828999999998,2.546246,0.728571
2.7.8.26,0.832845,0.0,1.729673,0.963989,0.795107,0.0,2.765323,0.0,0.0,0.848375,0.0,2.28096,2.834098,0.0,0.0,0.940559,2.167226,0.0,0.0,3.962297,0.0,0.813456,0.0,1.0,0.0,0.0,0.0,2.5003699999999998,0.0,0.0,0.813559,0.0,0.0,0.0,0.771218,1.6582189999999999,0.0,0.771499,0.0,0.520913,0.0,0.0,0.915361,0.0
1.1.1.93,0.0,0.961268,1.02128,0.0,0.0,1.513827,0.798077,0.0,0.902439,0.0,2.984247,1.888445,0.0,0.0,1.868821,3.442423,1.23356,2.999477,0.996364,6.651851,1.707185,0.819113,0.883803,0.831832,0.955326,0.0,1.613051,0.88959,0.746835,0.0,0.722543,0.0,1.740043,0.0,0.996324,0.858065,0.0,0.926641,3.009702,0.789675,0.0,0.75641,1.793377,0.0
3.5.2.20,0.0,2.585156,0.0,0.0,1.9940760000000002,0.849817,3.7011399999999997,0.0,0.784741,0.0,0.0,0.825521,0.0,2.599701,2.671255,2.7969690000000003,0.820339,3.657793,0.77918,2.482939,0.0,1.04167,1.64343,0.0,2.280407,1.812865,0.964427,0.878453,0.958904,4.611667,0.0,0.820669,3.5752089999999996,0.0,1.758771,0.941781,0.885714,0.0,1.942215,1.5220280000000002,1.921696,0.0,1.6812070000000001,1.490462
2.5.1.-,0.829091,6.525366,5.081116,5.273358,5.362075,4.147816000000001,13.280180000000001,3.776501,4.890049,1.9838650000000002,1.848029,9.199161,10.296596000000001,6.1669,3.595316,13.169269,7.3164039999999995,8.144904,2.007806,18.243484,0.930818,6.558729,4.183794000000001,13.014439,7.892502,3.571338,6.957373,7.741109,3.670693,8.533884,4.60332,4.72417,6.42592,4.270815000000001,6.44919557,1.716358,7.297446,2.8153850000000005,9.443179,2.7910019999999998,7.419661,14.865302999999999,6.072036,1.00755
6.3.1.2,3.271448,4.473178,2.62662,4.801105,1.71498,5.371181,6.499948,3.2977090000000002,7.547336,2.003635,0.707692,6.428388,7.058156,3.2374400000000003,2.413998,7.3566080000000005,5.980033,9.917499000000001,5.573316,11.204755,6.528375,6.657986999999999,7.327479000000001,6.71106,4.066695,0.0,5.9443399999999995,9.633703,1.768774,5.791219,2.3537850000000002,0.792899,3.5539310000000004,5.9364740000000005,2.179317,3.4198690000000003,4.6016200000000005,1.542267,4.600832,2.587837,3.8084040000000003,9.034888,6.117748,2.288631
3.7.1.17,0.0,0.933518,0.0,0.0,1.02222,0.801802,0.0,0.958188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88254,2.901768,0.817109,0.963325,1.57042,0.0,0.0,0.992727,0.0,0.796163,0.0,0.779553,1.596758,0.0,0.91411,0.0,0.811989,2.168076,0.827206,0.0,0.0,0.0,0.0,0.808786,0.70217,1.02713,3.40707,0.0,0.0
6.3.5.7,2.343208,15.994264000000001,4.441613,7.782539999999999,10.625015000000001,4.301648,16.771029,7.401973,10.265134,4.914566,10.503069,13.034446999999998,13.899637,9.791348999999999,10.538677999999997,23.094105,10.018284,16.30303,7.975456,28.24323,10.102416999999999,17.175304,4.520739,12.500575000000001,8.426674000000002,4.47837,13.910714,15.143248000000002,6.385083000000001,13.836972,10.95849,3.461109,9.491923,7.117206,9.285797,8.596565,9.087788999999999,2.903061,23.216676999999997,3.558818,12.102539,11.496545000000001,8.163338,1.412361
2.10.1.1,0.750973,0.0,0.0,0.0,1.34221,0.0,0.838889,0.0,0.0,0.564286,0.0,1.833825,0.0,0.829352,0.858407,0.0,0.98419,0.993127,0.0,4.482407,0.0,0.0,0.5,0.802867,0.0,1.733994,0.941896,1.0076,0.0,0.0,0.0,0.0,0.0,0.818462,0.0,1.5553379999999999,0.0,0.0,1.6251950000000002,0.977912,1.04262,6.226699999999999,0.996479,0.0
3.5.1.88,3.195323,6.002635000000001,4.81399,4.535967,4.757654,2.680999,8.319623,2.6846680000000003,3.289081,2.153204,1.697842,1.813049,6.104045000000001,0.652632,5.098669999999999,8.188707,5.484874,6.558282,3.7175300000000004,11.311612,2.795324,2.766831,2.4499679999999997,9.796088000000001,1.861733,1.973439,7.298947999999999,9.820276999999999,4.624197,5.509732,1.821215,4.268119,0.831461,3.332613,0.873065,2.124596,7.795333000000001,0.0,5.774796,1.509568,1.719115,9.592987,1.05512,3.6049249999999997
1.3.99.16,2.6033459999999997,4.690155,3.572271,5.957682,4.807611,7.034033,11.142106999999998,2.717187,6.350429,1.7664469999999999,4.635839,10.400679,1.615355,3.094767,7.513722,14.291401,9.088065,6.697623,2.7318800000000003,13.474559999999999,3.712025,15.249271999999998,5.3343050000000005,9.163567,4.676992,5.564121,7.232976,5.742789,3.511665,8.482142,3.78987,2.630134,11.275316999999998,3.4310889999999996,1.5650650000000002,4.730393,4.170814,1.456258,17.400498000000002,2.638851,6.634187000000001,13.758069,3.5901120000000004,5.2595909999999995
6.3.5.3,6.111151,6.5238,2.7233289999999997,2.6778139999999997,4.021444,2.998955,7.430228999999999,2.681763,6.972549,0.902357,2.438372,8.524687,9.578721,6.796047000000001,3.2816899999999998,7.3131710000000005,6.509284000000001,3.676559,8.44402,14.360576,9.70074,4.997579,5.448952,8.167461,7.621723000000001,4.161948,6.034219,5.326955999999999,4.471668,2.268921,4.393833,0.782609,4.523401,1.758626,1.4697369999999998,1.730483,5.715653,1.577499,4.200802,2.0225969999999998,7.348199,21.233060000000002,3.617169,2.303603
2.7.1.2,0.916667,0.822581,0.0,2.294214,1.609377,2.077212,1.8435519999999999,0.0,1.9638749999999998,0.711806,3.7883489999999997,4.2841629999999995,3.484965,3.080978,3.148998,3.662956,7.734529,0.885135,0.864583,3.70812,3.7481910000000003,1.98415,4.773162,2.551964,2.804308,1.473971,1.717977,1.7196259999999999,0.0,0.831429,2.8106669999999996,4.2436810000000005,3.4376860000000002,0.791209,0.0,2.441683,0.0,0.974453,3.825575,0.921053,5.161491,2.511064,0.841121,0.0
4.-.-.-,0.0,0.0,0.892857,0.985866,0.0,0.0,0.0,0.878981,0.0,0.0,1.7763200000000001,0.0,2.188589,0.0,2.576702,0.948485,1.04414,0.0,0.782609,0.759104,1.73776,0.976562,0.518828,0.0,0.0,0.0,0.0,3.558621,0.0,0.810056,0.0,0.0,0.836158,0.829949,0.0,1.06564,2.762244,0.0,1.30097,1.09312,0.0,2.059445,0.0,0.0
1.1.1.205,1.06107,3.418765,2.267805,3.5483100000000003,3.4578930000000003,3.910291,9.255961000000001,2.512564,3.543504,0.953722,1.07458,2.0908249999999997,5.183821,2.4858569999999998,1.508979,7.940663,9.097154,3.742018,5.721854,10.841367,1.726774,5.673678,0.814607,2.938446,0.0,1.01091,5.6955469999999995,1.755554,3.9527140000000003,6.708025,5.4038900000000005,4.298059,4.751275000000001,4.159942,1.897329,2.83021,3.331874,0.996667,12.568883000000001,1.2597369999999999,4.593995,13.888367,1.982463,1.841288
2.3.2.6,0.841121,0.0,0.0,0.954545,0.0,0.0,2.845202,0.0,2.572239,0.0,0.849558,0.84375,1.727815,1.7271130000000001,0.0,3.515957,0.80212,0.0,0.635179,3.598499,1.517247,1.11546,1.4453179999999999,0.949664,0.815873,0.0,0.0,2.637767,0.0,2.778132,0.0,0.808581,0.893983,1.09881,1.877212,1.880103,1.934126,0.0,0.0,0.937238,2.9092390000000004,0.986063,3.0106649999999995,0.0
4.2.1.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852113,0.890756,0.0,0.0,0.0,0.0
4.3.2.3,2.630893,3.512796,1.713768,1.823518,0.781457,0.890034,3.852825,2.4634159999999996,0.0,0.0,2.715484,4.944769,5.64068,0.816568,0.748092,4.4251879999999995,2.54712,6.20629,2.628802,4.965991,1.287559,2.28413,2.633845,4.852942,2.836087,0.93038,6.421531,4.589218,0.825688,2.595338,0.879377,0.808777,3.714277,1.42804,0.0,1.958631,1.664982,0.0,3.481583,0.902439,3.8066950000000004,1.754205,2.747079,1.857764
3.6.3.-,20.812863,58.36950600000002,20.407803,36.925726000000004,36.266557000000006,30.519306999999998,83.808354,14.378117999999999,32.779664,14.362587999999999,39.993120999999995,57.219739,60.047101999999995,20.806247000000003,32.323526,104.80410200000004,78.53061899999997,68.726922,32.459799,152.86529599999997,20.900566,56.346275999999996,32.144783,58.366323000000015,54.123668000000016,42.84135899999999,65.31938300000002,52.83617000000001,29.760865999999996,73.66490000000002,35.959208999999994,24.660058000000006,61.363505000000025,27.771879,13.509038,33.018206,38.778668999999994,21.596599,90.813767,12.706319,63.173944999999996,83.13002300000001,31.316024999999996,20.831953999999996
7.1.1.-,24.336445000000005,49.77448400000001,23.166174,33.924752000000005,30.100725999999998,21.955375999999998,71.99151,19.720816000000003,37.253694,10.937519000000002,30.491113000000006,50.034475,50.58291799999999,30.27208900000001,36.897659999999995,66.23752300000002,73.65782899999998,50.251308,40.76683900000002,102.47850800000002,29.832676999999997,44.60987,30.739470999999998,49.68212499999999,41.685973,24.785463000000007,47.256278999999985,56.18780500000001,31.282876999999996,46.06381400000001,34.297222000000005,25.603638000000004,42.17274300000001,23.98661,15.903249999999998,26.60164,53.994965000000015,18.210589000000002,57.33457099999998,12.735421,50.598735,79.76363399999998,29.978473,19.473549
3.4.21.107,2.7121380000000004,1.14118,0.0,3.188168,5.498915,0.0,10.022969,1.719376,2.8666229999999997,0.826923,0.812298,0.0,2.644195,0.0,3.823427,5.101134,0.917808,2.669324,4.10088,7.31045,1.7689149999999998,1.700925,1.907296,3.081253,0.0,1.772961,1.818266,2.922463,1.695546,3.819216,1.7894839999999999,1.997449,0.0,1.988975,1.09398,2.522921,3.7787370000000005,0.0,5.0693649999999995,2.830863,2.1335100000000002,6.709150999999999,0.806094,2.654877
2.7.4.1,5.376512,17.799385999999995,3.499012,3.930177,6.158208999999999,3.3214170000000003,8.90591,1.714054,5.325585,1.7133159999999998,5.619693000000001,6.4000639999999995,5.255151000000001,3.110909,2.8667409999999998,14.378385000000002,8.239551,2.727396,4.61875,20.426546,4.235192,7.822171999999999,5.397514999999999,9.160393000000001,7.27527,3.9176710000000003,5.465189,8.516206,1.0669,12.118923,5.2889230000000005,3.2429620000000003,5.496869,1.9759710000000001,1.6838160000000002,0.0,4.655746,2.481097,12.304753000000002,0.990909,4.9505870000000005,15.717505000000001,4.410642,0.296875
4.2.1.33,2.533051,3.467,1.430375,3.89217,5.366632,3.8469239999999996,11.558885000000002,3.146863,5.564114,0.954373,2.85332,6.504038,7.922974,2.522779,6.430237999999999,7.064377,13.548202999999999,8.291697,0.994681,23.169700999999996,7.470003000000001,5.193994,1.752051,12.060644000000002,7.966914000000001,4.1276019999999995,9.533645000000002,11.216646999999998,3.225455,8.766771,2.7308079999999997,2.436016,6.242946,3.681484,2.79181856,6.012317,8.090378,3.6853180000000005,11.774554,3.177537,7.081053000000001,15.944632,6.790845,4.329247
6.5.1.1,4.594766,8.177163,4.594877,0.803089,7.628869,2.529776,5.507409,1.589898,2.620551,0.855346,3.280383,1.635485,1.514469,5.945043,5.235944,8.03619,1.783289,6.798522,5.342277,18.335273,3.607394,3.754287,0.0,3.9043460000000003,6.2438199999999995,2.25884,3.2805,8.821496,0.976744,6.1170539999999995,1.724656,2.493446,6.875519,5.153637,1.807594,2.342771,6.683952,1.9178,6.054688,2.8655150000000003,4.096044,10.711193,6.919271999999999,2.3686920000000002
4.1.2.44,1.16016,0.0,0.0,0.862069,1.15891,0.0,1.893803,1.747376,0.0,0.0,0.0,4.448442,1.39667,0.0,0.87574,1.6678929999999998,5.794867,1.871565,1.350798,5.175115,0.0,3.8084439999999997,0.742424,0.436508,2.401301,0.0,0.834507,2.928165,0.911111,1.8282409999999998,1.08046,0.0,0.733524,0.0,0.0,0.804416,2.6503810000000003,0.0,0.89939,0.87471,2.601948,1.6566,1.08108,0.716346
7.2.2.8,0.0,0.0,0.0,1.08365,1.928164,1.7016719999999999,4.237057,0.0,2.7714820000000002,0.889299,0.0,1.723389,3.242906,1.754057,0.962175,1.842708,0.0,1.949576,1.970615,1.857634,1.13258,0.839286,0.0,5.236197000000001,1.902584,0.0,1.786537,4.337425,0.0,2.9720950000000004,0.0,0.0,3.427746,1.89102,2.04531,1.771031,1.243242,0.0,2.749955,0.858824,2.932102,2.457333,2.343796,0.836013
3.6.4.12,9.210535,19.327994000000004,3.837933,12.549786000000001,16.489760000000004,8.575000000000001,20.390738000000002,7.918976000000001,7.358192000000001,4.238408,6.340336000000001,19.799140999999995,20.526035999999998,9.934106,12.884846999999999,30.588984000000004,26.279844999999995,22.708994000000004,4.52637,40.019681999999996,14.419506,15.133624,9.548808,25.756931000000005,16.058324,7.326368,14.303929999999998,24.71527,11.434268000000001,27.127128,12.110238999999998,6.36589,8.769006000000001,12.150684000000002,3.578986,9.564087,20.104967000000002,5.528569,14.676016999999998,3.13173,17.364347,35.941672999999994,7.909352,4.1090349999999995
